10;compulsory;voluntary
10;discourage;encourage
10;encourage;discourage
10;obedient;disobedient
10;voluntary;compulsory
10;fortunate;unfortunate
10;qualified;unqualified
10;unqualified;qualified
10;advantage;disadvantage
10;intentional;accidental
10;misunderstand;understand
10;intelligent;unintelligent
10;interesting;uninteresting
10;clockwise;counterclockwise
10;satisfactory;unsatisfactory
